00b5a338	AIDebugShowPlansToggle()	"AIDebugShowPlansToggle()"	ds	1
00b780b4	trackSave(<stringFilename>) : saves the current camera track	"trackSave(<stringFilename>) : saves the current camera track"	ds	1
00b78100	trackLoad(<stringFilename>) : loads a camera track and makes it current	"trackLoad(<stringFilename>) : loads a camera track and makes it current"	ds	1
00b78158	cameraDump() : debug command to spew info about the current state of the game camera	"cameraDump() : debug command to spew info about the current state of the game camera"	ds	1
00b781c0	cameraLocalYawLeft([integerKeyState]) : intended for ui use only.  Indicates that camera 'Local Yaw left' key has gone up or down.	"cameraLocalYawLeft([integerKeyState]) : intended for ui use only.  Indicates that camera 'Local Yaw left' key has gone up or down."	ds	1
00b78258	cameraLocalYawRight([integerKeyState]) : intended for ui use only.  Indicates that camera 'Local Yaw right' key has gone up or down.	"cameraLocalYawRight([integerKeyState]) : intended for ui use only.  Indicates that camera 'Local Yaw right' key has gone up or down."	ds	1
00b782f8	cameraYawLeft([integerKeyState]) : intended for ui use only.  Indicates that camera yaw left key has gone up or down.	"cameraYawLeft([integerKeyState]) : intended for ui use only.  Indicates that camera yaw left key has gone up or down."	ds	1
00b78380	cameraYawRight([integerKeyState]) : intended for ui use only.  Indicates that camera yaw right key has gone up or down.	"cameraYawRight([integerKeyState]) : intended for ui use only.  Indicates that camera yaw right key has gone up or down."	ds	1
00b78408	cameraRollRight([integerKeyState]) : intended for ui use only.  Indicates that camera roll right key has gone up or down.	"cameraRollRight([integerKeyState]) : intended for ui use only.  Indicates that camera roll right key has gone up or down."	ds	1
00b78498	cameraRollLeft([integerKeyState]) : intended for ui use only.  Indicates that camera roll left key has gone up or down.	"cameraRollLeft([integerKeyState]) : intended for ui use only.  Indicates that camera roll left key has gone up or down."	ds	1
00b78520	cameraPitchBackward([integerKeyState]) : intended for ui use only.  Indicates that camera pitch backward key has gone up or down.	"cameraPitchBackward([integerKeyState]) : intended for ui use only.  Indicates that camera pitch backward key has gone up or down."	ds	1
00b785b8	cameraPitchForward([integerKeyState]) : intended for ui use only.  Indicates that camera pitch forward key has gone up or down.	"cameraPitchForward([integerKeyState]) : intended for ui use only.  Indicates that camera pitch forward key has gone up or down."	ds	1
00b78650	cameraDown([integerKeyState]) : intended for ui use only.  Indicates that camera down key has gone up or down.	"cameraDown([integerKeyState]) : intended for ui use only.  Indicates that camera down key has gone up or down."	ds	1
00b786d0	cameraUp([integerKeyState]) : intended for ui use only.  Indicates that camera up key has gone up or down.	"cameraUp([integerKeyState]) : intended for ui use only.  Indicates that camera up key has gone up or down."	ds	1
00b78748	cameraLeft([integerKeyState]) : intended for ui use only.  Indicates that camera left key has gone up or down.	"cameraLeft([integerKeyState]) : intended for ui use only.  Indicates that camera left key has gone up or down."	ds	1
00b787c8	cameraRight([integerKeyState]) : intended for ui use only.  Indicates that camera right key has gone up or down.	"cameraRight([integerKeyState]) : intended for ui use only.  Indicates that camera right key has gone up or down."	ds	1
00b78848	cameraWorldBackwardRight([integerKeyState]) : intended for ui use only.  Indicates that camera world backward & right key has gone up or down.	"cameraWorldBackwardRight([integerKeyState]) : intended for ui use only.  Indicates that camera world backward & right key has gone up or down."	ds	1
00b788f8	cameraWorldBackwardLeft([integerKeyState]) : intended for ui use only.  Indicates that camera world backward & left key has gone up or down.	"cameraWorldBackwardLeft([integerKeyState]) : intended for ui use only.  Indicates that camera world backward & left key has gone up or down."	ds	1
00b789a0	cameraWorldBackward([integerKeyState]) : intended for ui use only.  Indicates that camera world backward key has gone up or down.	"cameraWorldBackward([integerKeyState]) : intended for ui use only.  Indicates that camera world backward key has gone up or down."	ds	1
00b78a38	cameraBackward([integerKeyState]) : intended for ui use only.  Indicates that camera backward key has gone up or down.	"cameraBackward([integerKeyState]) : intended for ui use only.  Indicates that camera backward key has gone up or down."	ds	1
00b78ac0	cameraWorldForwardRight([integerKeyState]) : intended for ui use only.  Indicates that camera world forward & right key has gone up or down.	"cameraWorldForwardRight([integerKeyState]) : intended for ui use only.  Indicates that camera world forward & right key has gone up or down."	ds	1
00b78b68	cameraWorldForwardLeft([integerKeyState]) : intended for ui use only.  Indicates that camera world forward & left key has gone up or down.	"cameraWorldForwardLeft([integerKeyState]) : intended for ui use only.  Indicates that camera world forward & left key has gone up or down."	ds	1
00b78c10	cameraWorldForward([integerKeyState]) : intended for ui use only.  Indicates that camera world forward key has gone up or down.	"cameraWorldForward([integerKeyState]) : intended for ui use only.  Indicates that camera world forward key has gone up or down."	ds	1
00b78ca8	cameraForward([integerKeyState]) : intended for ui use only.  Indicates that camera forward key has gone up or down.	"cameraForward([integerKeyState]) : intended for ui use only.  Indicates that camera forward key has gone up or down."	ds	1
00b78d78	cameraRotate(<integerState>) : sets whether camera limiting is on.	"cameraRotate(<integerState>) : sets whether camera limiting is on."	ds	1
00b78dd0	terrainAdjustGlobalHeight(float meters) : adjusts (raise/lower) the terrain height by the specified meters.	"terrainAdjustGlobalHeight(float meters) : adjusts (raise/lower) the terrain height by the specified meters."	ds	1
00b78ea0	terrainAmbient([integerR] [integerG] [integerB]) : Set terrain ambient reflectivity to the given RGB (0-255)	"terrainAmbient([integerR] [integerG] [integerB]) : Set terrain ambient reflectivity to the given RGB (0-255)"	ds	1
00b78fb0	terrainSetMix([integerType]) : sets the terrain mix to paint.	"terrainSetMix([integerType]) : sets the terrain mix to paint."	ds	1
00b79000	terrainSetSubtype([integerType]) : sets the terrain subtype to paint.	"terrainSetSubtype([integerType]) : sets the terrain subtype to paint."	ds	1
00b79060	terrainSetType([integerType]) : sets the terrain type to paint.	"terrainSetType([integerType]) : sets the terrain type to paint."	ds	1
00b790b0	terrainFlattenArea(<integerX1> <integerY1> <integerX2> <integerY2> : flattens a sub-area of the terrain.	"terrainFlattenArea(<integerX1> <integerY1> <integerX2> <integerY2> : flattens a sub-area of the terrain."	ds	1
00b79170	terrainFilterArea(<integerX1> <integerY1> <integerX2> <integerY2> : filters a sub-area of the terrain.	"terrainFilterArea(<integerX1> <integerY1> <integerX2> <integerY2> : filters a sub-area of the terrain."	ds	1
00b79228	restart() : re-launch current scenario.	"restart() : re-launch current scenario."	ds	1
00b79258	loadCamera(<stringFilename>) : load camera from file.	"loadCamera(<stringFilename>) : load camera from file."	ds	1
00b792a0	saveCurrentHomeCityWidescreenCamera() : save widescreen camera to file.	"saveCurrentHomeCityWidescreenCamera() : save widescreen camera to file."	ds	1
00b7930c	saveCurrentHomeCityCamera() : save camera to file.	"saveCurrentHomeCityCamera() : save camera to file."	ds	1
00b7935c	saveCamera(<stringFilename>) : save camera to file.	"saveCamera(<stringFilename>) : save camera to file."	ds	1
00b793a0	loadRecentFile(<stringFilename>) : loads the file named, interpreting whether it is a scenario, savegame, etc. dynamically	"loadRecentFile(<stringFilename>) : loads the file named, interpreting whether it is a scenario, savegame, etc. dynamically"	ds	1
00b79430	loadCampaignScenario(<stringFilename>) : loads in a campaign scenario file.	"loadCampaignScenario(<stringFilename>) : loads in a campaign scenario file."	ds	1
00b79498	loadTutorial(<stringFilename>, <loadMode>, <loadImage>, <textID>) : loads in a tutorial scenario file.	"loadTutorial(<stringFilename>, <loadMode>, <loadImage>, <textID>) : loads in a tutorial scenario file."	ds	1
00b79510	loadScenario(<stringFilename>) : loads in a scenario file.	"loadScenario(<stringFilename>) : loads in a scenario file."	ds	1
00b7955c	loadGame(<stringFilename>) : loads in a saved game.	"loadGame(<stringFilename>) : loads in a saved game."	ds	1
00b7959c	saveScenario(<stringFilename>) : saves out a scenario file.	"saveScenario(<stringFilename>) : saves out a scenario file."	ds	1
00b795e8	saveGame(<stringFilename>) : saves out a game in progress.	"saveGame(<stringFilename>) : saves out a game in progress."	ds	1
00b79630	configHelpPrefix([symbolFilter]) : show all formally defined config variables that start with the filter string, or use no parameters for a full list.	"configHelpPrefix([symbolFilter]) : show all formally defined config variables that start with the filter string, or use no parameters for a full list."	ds	1
00b796e0	configHelp([symbolFilter]) : show all formally defined config variables that contain the filter string, or use no parameters for a full list.	"configHelp([symbolFilter]) : show all formally defined config variables that contain the filter string, or use no parameters for a full list."	ds	1
00b7977c	configGetByID(<intValue>) : look up config by enum ID	"configGetByID(<intValue>) : look up config by enum ID"	ds	1
00b797c8	config(<stringToken>) : changes config state just like a .cfg line	"config(<stringToken>) : changes config state just like a .cfg line"	ds	1
00b79818	configToggle(<stringName>) : defined var becomes undefined, and vice versa	"configToggle(<stringName>) : defined var becomes undefined, and vice versa"	ds	1
00b79874	configUndef(stringName) : un-defines a config variable	"configUndef(stringName) : un-defines a config variable"	ds	1
00b798b8	configDef(<stringName>) : defines a config variable	"configDef(<stringName>) : defines a config variable"	ds	1
00b798f8	configSetFloat(<stringName> <floatValue>) : sets a config var to a floating point value	"configSetFloat(<stringName> <floatValue>) : sets a config var to a floating point value"	ds	1
00b79960	configSetInt(<stringName> <integerValue>) : sets a config var to an integer value	"configSetInt(<stringName> <integerValue>) : sets a config var to an integer value"	ds	1
00b799c8	configSet(<stringName> <stringValue>) : sets a particular config var to a string value	"configSet(<stringName> <stringValue>) : sets a particular config var to a string value"	ds	1
00b79b84	squadWheel( float angle, int squadID ) : Wheels the squad.	"squadWheel( float angle, int squadID ) : Wheels the squad."	ds	1
00b79d88	unitSetVariation([UnitID]) : Decrements the current variation of the given UnitID (current selected unit(s) if UnitID is -1).	"unitSetVariation([UnitID]) : Decrements the current variation of the given UnitID (current selected unit(s) if UnitID is -1)."	ds	1
00b79e20	unitIncVariation([UnitID]) : Increments the current variation of the given UnitID (current selected unit(s) if UnitID is -1).	"unitIncVariation([UnitID]) : Increments the current variation of the given UnitID (current selected unit(s) if UnitID is -1)."	ds	1
00b79eb8	unitSetVariation(<Variation> [UnitID]) : Sets the current variation of the given UnitID (current selected unit(s) if UnitID is -1).	"unitSetVariation(<Variation> [UnitID]) : Sets the current variation of the given UnitID (current selected unit(s) if UnitID is -1)."	ds	1
00b79f50	unitData({intUnitID}) : spews database values on the specified unit or the selected unit (if no argument).	"unitData({intUnitID}) : spews database values on the specified unit or the selected unit (if no argument)."	ds	1
00b79fc8	resourceTrade(<intPlayerID> <stringResourceTo> <floatAmountTo> <stringResourceFrom> <resourceAmountFrom>) : Sends out a trade resource command for the given player, resource and amount.	"resourceTrade(<intPlayerID> <stringResourceTo> <floatAmountTo> <stringResourceFrom> <resourceAmountFrom>) : Sends out a trade resource command for the given player, resource and amount."	ds	1
00b7a098	resourceMarket(<intPlayerID> <stringResourceTo> <floatAmount> <stringResourceFrom>) : Sends out a market use command for the given player, resource and amount.  Negative means selling.	"resourceMarket(<intPlayerID> <stringResourceTo> <floatAmount> <stringResourceFrom>) : Sends out a market use command for the given player, resource and amount.  Negative means selling."	ds	1
00b7a1a8	alignSelectedUnits() : realigns all selected units to tile boundaries	"alignSelectedUnits() : realigns all selected units to tile boundaries"	ds	1
00b7a208	alignResources() : realigns all resources in the world to tile boundaries	"alignResources() : realigns all resources in the world to tile boundaries"	ds	1
00b7a2c0	resbpp(<integerXRes>, <integerYRes>, <integerBPP>) : changes screen resolution and bit depth.	"resbpp(<integerXRes>, <integerYRes>, <integerBPP>) : changes screen resolution and bit depth."	ds	1
00b7a328	res(<integerXRes>, <integerYRes>) : changes screen resolution.	"res(<integerXRes>, <integerYRes>) : changes screen resolution."	ds	1
00b7a430	pause2([integerState]) : with no arg, toggles pause state on/off.  otherwise, sets pause state	"pause2([integerState]) : with no arg, toggles pause state on/off.  otherwise, sets pause state"	ds	1
00b7a498	pause([integerState]) : with no arg, toggles pause state on/off.  otherwise, sets pause state	"pause([integerState]) : with no arg, toggles pause state on/off.  otherwise, sets pause state"	ds	1
00b7a52c	IMEEnable(<true/false>) : enables or disables IME	"IMEEnable(<true/false>) : enables or disables IME"	ds	1
00b7a570	echoNum(<stringMessage>) : sends a number to the console output	"echoNum(<stringMessage>) : sends a number to the console output"	ds	1
00b7a5b8	echoLocalized(<stringID>) : sets the game status text from a string in the string resource.	"echoLocalized(<stringID>) : sets the game status text from a string in the string resource."	ds	1
00b7a624	echo(<stringMessage>) : sends a message to the console output	"echo(<stringMessage>) : sends a message to the console output"	ds	1
00b7a670	map(<eventString> <contextString> <commandString> : maps input event to command, in that context.  See input mapper design.doc for more details.	"map(<eventString> <contextString> <commandString> : maps input event to command, in that context.  See input mapper design.doc for more details."	ds	1
00b7dcb0	2x23V(V(#V A0>,l"A0.42x l"%k!`2x	u"2x23V(V(#V A0>,l\"A0.42x l\"%k!`2x"	unicode	1
00b8de98	uiFindType("%S")	u"uiFindType(\"%S\")"	unicode	1
00b8e224	uiShowAIDebugInfoBase(%d)	u"uiShowAIDebugInfoBase(%d)"	unicode	1
00b96f40	saveGame("%s") leaveGame	u"saveGame(\"%s\") leaveGame"	unicode	1
00b98984	Position(%.2f, %.2f, %.2f)	u"Position(%.2f, %.2f, %.2f)\n"	unicode	1
00b99278	loadRecentFile("%s")	u"loadRecentFile(\"%s\")"	unicode	1
00b9987c	uiFindType("%s")	u"uiFindType(\"%s\")"	unicode	1
00b998a0	uiHandleIdleBanner("%s")	u"uiHandleIdleBanner(\"%s\")"	unicode	1
00b998d4	uiFindTownBellTC()	u"uiFindTownBellTC()"	unicode	1
00b99900	gadgetToggle("objectivesdialog-screen")	u"gadgetToggle(\"objectivesdialog-screen\")"	unicode	1
00b9a03c	trackLoad("	u"trackLoad(\""	unicode	1
00b9a1e4	leaveGame(%d,1)	u"leaveGame(%d,1)"	unicode	1
00b9a6dc	uiPowerCircleMenu(false)	"uiPowerCircleMenu(false)"	ds	1
00b9a7d8	editMode("rallyPoint") uiSetProtoCursor("WaypointFlag")	u"editMode(\"rallyPoint\") uiSetProtoCursor(\"WaypointFlag\")"	unicode	1
00b9a930	editMode("flare") uiSetProtoCursor("WaypointFlag")	u"editMode(\"flare\") uiSetProtoCursor(\"WaypointFlag\")"	unicode	1
00b9aa24	specialPower(%d, %d, %d)	u"specialPower(%d, %d, %d)"	unicode	1
00b9ad64	uiVPAccelClick(%d)	u"uiVPAccelClick(%d)"	unicode	1
00ba23c0	aiCommsAllowChat( bool flag ): enables or disables the chats from this ai player.	"aiCommsAllowChat( bool flag ): enables or disables the chats from this ai player."	ds	1
00ba6110	aiBreakpointGo( int playerID ): Restart XS execution after the current breakpoint.	"aiBreakpointGo( int playerID ): Restart XS execution after the current breakpoint."	ds	1
00ba6178	aiBreakpointSet( int playerID, string filename, int lineNumber, bool on ): Sets a breakpoint.	"aiBreakpointSet( int playerID, string filename, int lineNumber, bool on ): Sets a breakpoint."	ds	1
00ba6458	Opp(%d): %s %s %s	u"Opp(%d): %s %s %s"	unicode	1
00ba647c	Opp(%d): %s %s %s targetID=%d	u"Opp(%d): %s %s %s targetID=%d"	unicode	1
00ba64b8	Opp(%d): %s %s %s loc(%.2f,%.2f) radius=%.2f	u"Opp(%d): %s %s %s loc(%.2f,%.2f) radius=%.2f"	unicode	1
00ba6b48	BuildPlan(%s : %d): failed. couldn't set number of foundation variables.	"BuildPlan(%s : %d): failed. couldn't set number of foundation variables."	ds	1
00ba6b94	BuildPlan(%s : %d): failed. couldn't add foundation variable.	"BuildPlan(%s : %d): failed. couldn't add foundation variable."	ds	1
00ba6bd8	BuildPlan(%s : %d): failing because I can't afford the building(%d).	"BuildPlan(%s : %d): failing because I can't afford the building(%d)."	ds	1
00ba6c2c	BuildPlan(%s : %d): Failed checkPlacement, restarting plan.	"BuildPlan(%s : %d): Failed checkPlacement, restarting plan."	ds	1
00ba6cb8	BuildPlan(%s : %d): failing because building placement is null.	"BuildPlan(%s : %d): failing because building placement is null."	ds	1
00ba6cf8	BuildPlan(%s : %d): failing because the plan has no units left to build with.	"BuildPlan(%s : %d): failing because the plan has no units left to build with."	ds	1
00ba6d48	BuildPlan(%s : %d): failing because there are  %d foundations to build.	"BuildPlan(%s : %d): failing because there are  %d foundations to build."	ds	1
00ba6d90	BuildPlan(%s : %d): failing because there are  %d foundations to build in build state.	"BuildPlan(%s : %d): failing because there are  %d foundations to build in build state."	ds	1
00ba6de8	BuildPlan(%s : %d): failing because building placement failed with state (%d).	"BuildPlan(%s : %d): failing because building placement failed with state (%d)."	ds	1
00ba6e90	BuildPlan(%s : %d): restarting because building placement id(%d) is invalid.	"BuildPlan(%s : %d): restarting because building placement id(%d) is invalid."	ds	1
00baf5b8	setWorldTooltipRectDims1024() - Dims must be within resolution 1024x768.  Current dims are min(%d,%d) max(%d,%d)	u"setWorldTooltipRectDims1024() - Dims must be within resolution 1024x768.  Current dims are min(%d,%d) max(%d,%d)"	unicode	1
00baf8b0	saveScenario("%s")	u"saveScenario(\"%s\")"	unicode	1
00bb06c0	uiSetForestTypeNum(%d)	u"uiSetForestTypeNum(%d)"	unicode	1
00bb0714	terrainSetMix(%d)	u"terrainSetMix(%d)"	unicode	1
00bb07f4	uiSetCliffTypeNum(%d)	u"uiSetCliffTypeNum(%d)"	unicode	1
00bb0880	terrainSetType(%d) terrainSetSubtype(%d)	u"terrainSetType(%d) terrainSetSubtype(%d)"	unicode	1
00bb08e8	editMode("placeunit") uiSetProtoID(%d)	u"editMode(\"placeunit\") uiSetProtoID(%d)"	unicode	1
00bb0cb8	uiToggleBrushMask(%d)	u"uiToggleBrushMask(%d)"	unicode	1
00bb23e0	startRandomGame2("%s", %d, %d, "", %s, %d, %d)	"startRandomGame2(\"%s\", %d, %d, \"\", %s, %d, %d)"	ds	1
00bb2410	uiNewScenario()	"uiNewScenario()"	ds	1
00bb30f8	Female(Odd)	u"Female(Odd)"	unicode	1
00bb3110	Male(Even)	u"Male(Even)"	unicode	1
00bb5270	gadgetUnreal("pregame-messagedialog") %S	u"gadgetUnreal(\"pregame-messagedialog\") %S"	unicode	1
00bb5308	gadgetUnreal("ingame-messagedialog") %S	u"gadgetUnreal(\"ingame-messagedialog\") %S"	unicode	1
00bb53b0	uiShowAIDebugInfoEscrow(%d)	u"uiShowAIDebugInfoEscrow(%d)"	unicode	1
00bb55e0	uiShowAIDebugInfoPlacement(%d) uiSetBuildingPlacementRender(%d,true)	u"uiShowAIDebugInfoPlacement(%d) uiSetBuildingPlacementRender(%d,true)"	unicode	1
00bb56c8	uiSetBuildingPlacementRender(%d,false)	u"uiSetBuildingPlacementRender(%d,false)"	unicode	1
00bb57f0	uiShowAIDebugInfoProgression(%d)	u"uiShowAIDebugInfoProgression(%d)"	unicode	1
00bb5a30	renderBaseID(%d, %d, %d)	u"renderBaseID(%d, %d, %d)"	unicode	1
00bb5af4	uiShowAIDebugInfoArea(%d)	u"uiShowAIDebugInfoArea(%d)"	unicode	1
00bb5b9c	renderAreaID(%d, %d, %d)	u"renderAreaID(%d, %d, %d)"	unicode	1
00bb5c60	uiShowAIDebugInfoAreaGroup(%d, 1)	u"uiShowAIDebugInfoAreaGroup(%d, 1)"	unicode	1
00bb5d38	uiShowAIDebugInfoAreaGroup(%d, %d)	u"uiShowAIDebugInfoAreaGroup(%d, %d)"	unicode	1
00bb5e30	uiShowAIDebugInfoAttackRoute(%d)	u"uiShowAIDebugInfoAttackRoute(%d)"	unicode	1
00bb5ee8	uiSetKBAttackRouteRender(%d,false)	u"uiSetKBAttackRouteRender(%d,false)"	unicode	1
00bb5ff0	uiSetKBResourceRender(%d,false)	u"uiSetKBResourceRender(%d,false)"	unicode	1
00bb60ec	uiShowAIDebugInfoKBArmy(%d)	u"uiShowAIDebugInfoKBArmy(%d)"	unicode	1
00bb6180	uiSetKBArmyRender(%d,false)	u"uiSetKBArmyRender(%d,false)"	unicode	1
00bb6258	uiShowAIDebugInfoKBUnitPick(%d)	u"uiShowAIDebugInfoKBUnitPick(%d)"	unicode	1
00bb6518	uiShowAIDebugInfoKBResource(%d)	u"uiShowAIDebugInfoKBResource(%d)"	unicode	1
00bb85d4	BaseAR(%d:%d-%d:%d)	u"BaseAR(%d:%d-%d:%d)"	unicode	1
00bc5ffc	tis("%S")	u"tis(\"%S\")"	unicode	1
00bc6010	trainInSelected("%S")	u"trainInSelected(\"%S\")"	unicode	1
00bcd9c0	Tile(%d,%d) Zone: %ld Point(%f, %f, %f): %S Blends:	"Tile(%d,%d) Zone: %ld Point(%f, %f, %f): %S Blends:"	ds	1
00bce260	loadScenario("%S")	u"loadScenario(\"%S\")"	unicode	1
00bce288	modeEnter("Credits")	"modeEnter(\"Credits\")"	ds	1
00bce400	campaignAdvance() campaignPlayCurrent()	u"campaignAdvance() campaignPlayCurrent()"	unicode	1
00bce450	campaignPlayCurrent()	u"campaignPlayCurrent()"	unicode	1
00bce4f8	trShowSPCNote(<Title> <Text>): Displays the SPC Note Dlg with the specified title and text.	"trShowSPCNote(<Title> <Text>): Displays the SPC Note Dlg with the specified title and text."	ds	1
00bce578	trSetShadowFarClip( <enable>, <distance> ): Enable or disables the shadow far clippping plane.	"trSetShadowFarClip( <enable>, <distance> ): Enable or disables the shadow far clippping plane."	ds	1
00bce5f0	trTradeRouteSetLevel(traderouteindex, level) : Sets the specified trade route to the specified level from a trigger.	"trTradeRouteSetLevel(traderouteindex, level) : Sets the specified trade route to the specified level from a trigger."	ds	1
00bce680	trTradeRouteToggleState(position): Enable or disables the unit from showing.	"trTradeRouteToggleState(position): Enable or disables the unit from showing."	ds	1
00bce6e8	trTradeRouteSetPosition(position): Places train on a specified position on the route.	"trTradeRouteSetPosition(position): Places train on a specified position on the route."	ds	1
00bce758	trAICommsTrain(sendToPlayerID, unitTypeName): tell player sendToPlayerID to train Units of type unitTypeName, sent via player Comms.	"trAICommsTrain(sendToPlayerID, unitTypeName): tell player sendToPlayerID to train Units of type unitTypeName, sent via player Comms."	ds	1
00bce7f0	trAICommsClaim(sendToPlayerID): tell player sendToPlayerID to claim TradePost at (locX, locY, locZ), sent via player Comms.	"trAICommsClaim(sendToPlayerID): tell player sendToPlayerID to claim TradePost at (locX, locY, locZ), sent via player Comms."	ds	1
00bce880	trAICommsCancelOrder(sendToPlayerID): tell player sendToPlayerID to cancel order, sent via player Comms.	"trAICommsCancelOrder(sendToPlayerID): tell player sendToPlayerID to cancel order, sent via player Comms."	ds	1
00bce908	trAICommsRequestTribute(fromPlayerID, resource, amount): fromPlayerID will send resource of x amount, sent via player Comms.	"trAICommsRequestTribute(fromPlayerID, resource, amount): fromPlayerID will send resource of x amount, sent via player Comms."	ds	1
00bce9a0	trAICommsDefendPoint(playerID, defendX, defendY, defendZ): playerID will defend point(defendX, defendY, defendZ), sent via player Comms.	"trAICommsDefendPoint(playerID, defendX, defendY, defendZ): playerID will defend point(defendX, defendY, defendZ), sent via player Comms."	ds	1
00bcea48	trAICommsAttackUnits(playerID, armyToAttack): playerID will attack armyToAttack, sent via player Comms.	"trAICommsAttackUnits(playerID, armyToAttack): playerID will attack armyToAttack, sent via player Comms."	ds	1
00bceac8	trAttackUnits(srcArmyname, armyToAttack, planname): srcArmy units will attack armyToAttack in the given planname.	"trAttackUnits(srcArmyname, armyToAttack, planname): srcArmy units will attack armyToAttack in the given planname."	ds	1
00bceb50	trDefendUnits(srcArmyname, defendedArmyname, planname, evaluationFrequency, gatherdistance): srcArmy units will defend defendedArmyUnits in the given planname.	"trDefendUnits(srcArmyname, defendedArmyname, planname, evaluationFrequency, gatherdistance): srcArmy units will defend defendedArmyUnits in the given planname."	ds	1
00bcec00	trAddArmyToPlan(armyname, planname): Adds the units in the specified army to the specified plan.	"trAddArmyToPlan(armyname, planname): Adds the units in the specified army to the specified plan."	ds	1
00bcec74	trKillAIPlan(playerID, planName) : No help 	"trKillAIPlan(playerID, planName) : No help "	ds	1
00bcecb0	trCreateAttackPlan(armyName, PlanName, attackPlayerID, attackX, attackY, attackZ, engageRange, evaluationFrequency) : No help 	"trCreateAttackPlan(armyName, PlanName, attackPlayerID, attackX, attackY, attackZ, engageRange, evaluationFrequency) : No help "	ds	1
00bced48	trCreateDefendPlan(armyName, defendPlanName, defendX, defendY, defendZ, engageRange, evaluationFrequency, gatherdistance) : No help 	"trCreateDefendPlan(armyName, defendPlanName, defendX, defendY, defendZ, engageRange, evaluationFrequency, gatherdistance) : No help "	ds	1
00bcedf8	trUnitMakeInvulnerable( <enable> ) : Makes a unit invulnerable to damage.  Turn it off to return the unit to normal.	"trUnitMakeInvulnerable( <enable> ) : Makes a unit invulnerable to damage.  Turn it off to return the unit to normal."	ds	1
00bcee88	trActivateTrigger(<eventID>) : Activates (sets active = true) the trigger specified by the given eventID.	"trActivateTrigger(<eventID>) : Activates (sets active = true) the trigger specified by the given eventID."	ds	1
00bcef08	trDisableTrigger(<eventID>) : Disables (sets active = false) the trigger specified by the given eventID.	"trDisableTrigger(<eventID>) : Disables (sets active = false) the trigger specified by the given eventID."	ds	1
00bcef88	trCameraPanWithUnit( <enable> <trigger ID>) : Moves the camera in the same direction that a particular unit moves.	"trCameraPanWithUnit( <enable> <trigger ID>) : Moves the camera in the same direction that a particular unit moves."	ds	1
00bcf010	trCameraLockOnUnit( <enable> <time to orient> <trigger ID>) : Orients the camera to the selected unit, and keeps it locked on that unit. ): puts the camera in the specified location.	"trCameraLockOnUnit( <enable> <time to orient> <trigger ID>) : Orients the camera to the selected unit, and keeps it locked on that unit. ): puts the camera in the specified location."	ds	1
00bcf0e0	trUnitFaceUnit( <unitScenarioName> <eventID> : Moves the selected unit(s) to face the given unit.	"trUnitFaceUnit( <unitScenarioName> <eventID> : Moves the selected unit(s) to face the given unit."	ds	1
00bcf158	vcCheckConquestVictory(): checks for victory by being the last allied-unit alive	"vcCheckConquestVictory(): checks for victory by being the last allied-unit alive"	ds	1
00bcf1c4	vcGetGameplayMode(): returns the current gameplay mode index	"vcGetGameplayMode(): returns the current gameplay mode index"	ds	1
00bcf228	trVPAnnualAwards(enable): enables/disables the award of VP's each year.	"trVPAnnualAwards(enable): enables/disables the award of VP's each year."	ds	1
00bcf288	trPlayerVPCount(playerID): returns the number of victory points for the player.	"trPlayerVPCount(playerID): returns the number of victory points for the player."	ds	1
00bcf2e8	trGrantVP(player, number): Grants a number of Scenario VP to a player	"trGrantVP(player, number): Grants a number of Scenario VP to a player"	ds	1
00bcf340	trQuestVarEcho(varname, value) : chats out the value of one of the trigger scratch variables	"trQuestVarEcho(varname, value) : chats out the value of one of the trigger scratch variables"	ds	1
00bcf3b0	trQuestVarGet(varname) : retrieve value of a trigger scratch variable, returns zero if unset	"trQuestVarGet(varname) : retrieve value of a trigger scratch variable, returns zero if unset"	ds	1
00bcf420	trQuestVarSetFromRand(varname, minval, maxval, round) : sets one of the trigger scratch variables within a random range	"trQuestVarSetFromRand(varname, minval, maxval, round) : sets one of the trigger scratch variables within a random range"	ds	1
00bcf4b0	trQuestVarCopy(var1, var2) : copies value of one of the trigger scratch variables	"trQuestVarCopy(var1, var2) : copies value of one of the trigger scratch variables"	ds	1
00bcf518	trQuestVarSet(varname, value) : sets one of the trigger scratch variables	"trQuestVarSet(varname, value) : sets one of the trigger scratch variables"	ds	1
00bcf578	trOverlayText(message, time, x, y, width, background) : puts up a big movie-credits style text overlay, optionally in a strange location, and now with a background	"trOverlayText(message, time, x, y, width, background) : puts up a big movie-credits style text overlay, optionally in a strange location, and now with a background"	ds	1
00bcf630	trDamageUnitsInArea(player, unitType, dist, damage): All units within dist of the selected ref object that match type take dmg	"trDamageUnitsInArea(player, unitType, dist, damage): All units within dist of the selected ref object that match type take dmg"	ds	1
00bcf6c8	trDamageUnit(amt): does a specific amount of damage to HP in instant typeless damage.	"trDamageUnit(amt): does a specific amount of damage to HP in instant typeless damage."	ds	1
00bcf730	trDamageUnitPercent(percent): does % percent of a unit's total HP in instant typeless damage.	"trDamageUnitPercent(percent): does % percent of a unit's total HP in instant typeless damage."	ds	1
00bcf7a8	trModifyProtounit(unit, player, field, delta): modifies proto unit data for this scenario only.	"trModifyProtounit(unit, player, field, delta): modifies proto unit data for this scenario only."	ds	1
